orderid,Customer Name,shipmode,sales,quantity,discount,profit,segment,region,state,subcategory,category,preparationtime,orderdate,shipdate
9579,Ted Trevino,First Class,201.584,2,0.2,15.1188,Corporate,West,Arizona,Phones                                            ,Technology,1,2016-11-10,2016-11-11
9580,Christopher Martinez,Standard Class,302.376,3,0.2,22.6782,Consumer,West,California,Phones                                            ,Technology,4,2015-10-29,2015-11-02
9581,Jay Fine,Second Class,71.976,3,0.2,8.997,Home Office,South,Florida,Phones                                            ,Technology,2,2016-11-30,2016-12-02
9582,Dave Poirier,Standard Class,149.95,5,0.0,44.985,Corporate,Central,Michigan,Phones                                            ,Technology,5,2014-10-19,2014-10-24
9583,Todd Boyes,Standard Class,71.976,3,0.2,8.997,Corporate,West,California,Phones                                            ,Technology,7,2016-08-17,2016-08-24
9584,Todd Boyes,Second Class,71.976,3,0.2,8.997,Consumer,West,Washington,Phones                                            ,Technology,2,2016-06-12,2016-06-14
9585,Todd Boyes,Second Class,143.952,6,0.2,17.994,Corporate,West,California,Phones                                            ,Technology,2,2016-09-11,2016-09-13
9587,Philip Brown,First Class,59.98,2,0.0,17.994,Consumer,South,Arkansas,Phones                                            ,Technology,3,2015-11-26,2015-11-29
9588,Philip Brown,First Class,47.984,2,0.2,5.998,Home Office,Central,Illinois,Phones                                            ,Technology,3,2016-06-13,2016-06-16
9589,Jane Waco,Standard Class,15.992,1,0.2,-2.9985,Consumer,West,California,Phones                                            ,Technology,5,2013-10-09,2013-10-14
9591,Denny Ordway,Standard Class,39.98,2,0.0,1.999,Corporate,East,New York,Phones                                            ,Technology,5,2015-02-21,2015-02-26
9592,Denny Ordway,Standard Class,23.988,2,0.4,-13.993,Consumer,East,Pennsylvania,Phones                                            ,Technology,4,2013-07-14,2013-07-18
9593,Julia West,First Class,15.992,1,0.2,-2.9985,Corporate,West,Colorado,Phones                                            ,Technology,2,2015-10-11,2015-10-13
9594,Lycoris Saunders,Standard Class,1001.584,2,0.2,125.198,Consumer,West,Washington,Phones                                            ,Technology,6,2015-09-28,2015-10-04
9595,Brenda Bowman,Second Class,1001.584,2,0.2,125.198,Home Office,Central,Illinois,Phones                                            ,Technology,4,2016-06-30,2016-07-04
9599,Maribeth Dona,Standard Class,503.96,4,0.0,125.99,Consumer,East,New York,Phones                                            ,Technology,4,2014-11-01,2014-11-05
9600,Eugene Barchas,Standard Class,100.792,1,0.2,6.2995,Consumer,Central,Texas,Phones                                            ,Technology,5,2013-05-11,2013-05-16
9602,Eugene Barchas,Second Class,1127.976,3,0.2,126.8973,Home Office,South,North Carolina,Phones                                            ,Technology,3,2015-02-08,2015-02-11
9603,Ross Baird,Standard Class,751.984,2,0.2,84.5982,Consumer,South,Florida,Phones                                            ,Technology,4,2016-04-28,2016-05-02
9604,Luke Schmidt,First Class,469.99,1,0.0,136.2971,Corporate,East,New York,Phones                                            ,Technology,3,2016-03-24,2016-03-27
9607,Ross Baird,First Class,543.92,8,0.0,135.98,Home Office,Central,Michigan,Phones                                            ,Technology,1,2016-06-26,2016-06-27
9608,Ross Baird,Standard Class,271.96,4,0.0,67.99,Consumer,South,Virginia,Phones                                            ,Technology,6,2016-07-21,2016-07-27
9609,Robert Waldorf,First Class,271.96,5,0.2,16.9975,Consumer,South,North Carolina,Phones                                            ,Technology,3,2016-08-01,2016-08-04
9610,Robert Waldorf,Second Class,108.784,2,0.2,6.799,Consumer,South,Tennessee,Phones                                            ,Technology,2,2015-09-06,2015-09-08
9611,Emily Grady,Standard Class,135.98,2,0.0,33.995,Consumer,South,Alabama,Phones                                            ,Technology,7,2013-05-22,2013-05-29
9612,Emily Grady,Standard Class,543.92,8,0.0,135.98,Consumer,East,New York,Phones                                            ,Technology,4,2016-07-27,2016-07-31
9615,Bill Tyler,Second Class,703.968,4,0.2,87.996,Consumer,West,California,Phones                                            ,Technology,2,2013-11-09,2013-11-11
9616,Yoseph Carroll,Standard Class,167.968,4,0.2,62.988,Corporate,West,Arizona,Phones                                            ,Technology,5,2013-12-05,2013-12-10
9617,Yoseph Carroll,Second Class,104.98,2,0.0,52.49,Home Office,East,New Jersey,Phones                                            ,Technology,3,2014-09-25,2014-09-28
9618,Rob Haberlin,Standard Class,83.984,2,0.2,31.494,Corporate,West,California,Phones                                            ,Technology,4,2013-05-26,2013-05-30
9619,Nora Price,Second Class,125.976,3,0.2,47.241,Corporate,West,California,Phones                                            ,Technology,5,2014-06-20,2014-06-25
9620,Nora Price,Standard Class,83.984,2,0.2,31.494,Corporate,West,California,Phones                                            ,Technology,5,2013-09-23,2013-09-28
9622,Tamara Dahlen,Standard Class,167.968,4,0.2,62.988,Consumer,Central,Texas,Phones                                            ,Technology,4,2016-07-03,2016-07-07
9623,Maureen Gastineau,Standard Class,124.792,1,0.2,10.9193,Home Office,Central,Illinois,Phones                                            ,Technology,5,2016-02-18,2016-02-23
9624,Tim Brockman,Second Class,280.782,3,0.4,-60.8361,Consumer,East,Pennsylvania,Phones                                            ,Technology,2,2015-04-01,2015-04-03
9626,Pete Armstrong,First Class,126.56,4,0.2,47.46,Consumer,West,Utah,Phones                                            ,Technology,1,2016-09-07,2016-09-08
9627,Edward Hooks,Standard Class,118.65,5,0.4,19.775,Consumer,East,Pennsylvania,Phones                                            ,Technology,5,2016-10-26,2016-10-31
9628,Alan Schoenberger,Second Class,79.1,2,0.0,39.55,Corporate,South,South Carolina,Phones                                            ,Technology,2,2016-11-24,2016-11-26
9629,Alan Schoenberger,Standard Class,94.92,4,0.4,15.82,Consumer,East,Pennsylvania,Phones                                            ,Technology,4,2014-11-30,2014-12-04
9630,Alan Schoenberger,Standard Class,323.976,3,0.2,36.4473,Consumer,Central,Illinois,Phones                                            ,Technology,6,2013-12-19,2013-12-25
9633,Pamela Stobb,Second Class,823.96,5,0.2,51.4975,Consumer,Central,Texas,Phones                                            ,Technology,5,2016-10-23,2016-10-28
9634,Tracy Zic,Standard Class,539.97,3,0.0,134.9925,Consumer,East,New York,Phones                                            ,Technology,4,2016-05-14,2016-05-18
9635,Christy Brittain,Standard Class,539.97,3,0.0,134.9925,Home Office,South,Kentucky,Phones                                            ,Technology,6,2016-05-27,2016-06-02
9636,Sung Pak,Standard Class,431.976,3,0.2,26.9985,Consumer,West,Washington,Phones                                            ,Technology,6,2015-12-07,2015-12-13
9637,Jasper Cacioppo,Standard Class,323.982,3,0.4,-80.9955,Consumer,East,Ohio,Phones                                            ,Technology,5,2014-02-14,2014-02-19
9639,Jasper Cacioppo,Standard Class,55.984,2,0.2,4.1988,Consumer,South,Florida,Phones                                            ,Technology,4,2014-06-12,2014-06-16
9640,Paul Lucas,Standard Class,62.982,3,0.4,-14.6958,Corporate,East,Ohio,Phones                                            ,Technology,7,2014-01-02,2014-01-09
9641,Paul Lucas,Standard Class,41.988,2,0.4,-9.7972,Home Office,East,Pennsylvania,Phones                                            ,Technology,5,2014-04-05,2014-04-10
9642,David Wiener,Standard Class,27.992,1,0.2,2.0994,Consumer,South,North Carolina,Phones                                            ,Technology,5,2016-11-23,2016-11-28
9649,Bradley Nguyen,Standard Class,108.576,4,0.4,-25.3344,Consumer,East,Pennsylvania,Phones                                            ,Technology,4,2015-03-09,2015-03-13
9650,Matt Collister,Second Class,226.2,5,0.0,58.812,Consumer,South,Virginia,Phones                                            ,Technology,5,2014-11-08,2014-11-13
9651,Jasper Cacioppo,Standard Class,180.96,5,0.2,13.572,Corporate,Central,Texas,Phones                                            ,Technology,5,2015-01-03,2015-01-08
9652,Liz Carlisle,Standard Class,90.48,2,0.0,23.5248,Consumer,East,Maryland,Phones                                            ,Technology,6,2015-02-04,2015-02-10
9653,Annie Thurman,Standard Class,108.576,3,0.2,8.1432,Consumer,West,Colorado,Phones                                            ,Technology,5,2015-08-29,2015-09-03
9655,Richard Eichhorn,Second Class,135.72,3,0.0,35.2872,Consumer,Central,Indiana,Phones                                            ,Technology,5,2014-10-12,2014-10-17
9656,Alan Haines,Second Class,90.48,2,0.0,23.5248,Home Office,South,Alabama,Phones                                            ,Technology,4,2016-12-25,2016-12-29
9657,Alan Haines,Standard Class,180.96,5,0.2,13.572,Corporate,Central,Illinois,Phones                                            ,Technology,5,2014-03-30,2014-04-04
9658,Brad Eason,Standard Class,180.96,5,0.2,13.572,Consumer,South,Florida,Phones                                            ,Technology,7,2013-02-02,2013-02-09
9659,James Lanier,Standard Class,675.96,5,0.2,84.495,Consumer,West,California,Phones                                            ,Technology,5,2014-12-19,2014-12-24
9660,Edward Becker,Standard Class,946.344,7,0.2,118.293,Corporate,Central,Texas,Phones                                            ,Technology,4,2014-05-04,2014-05-08
9661,Joni Blumstein,Standard Class,337.98,2,0.0,101.394,Corporate,East,New York,Phones                                            ,Technology,6,2014-09-06,2014-09-12
9662,Joni Blumstein,First Class,946.344,7,0.2,118.293,Corporate,Central,Texas,Phones                                            ,Technology,3,2014-09-21,2014-09-24
9663,Raymond Book,Second Class,88.776,3,0.2,7.7679,Corporate,West,Washington,Phones                                            ,Technology,2,2016-02-12,2016-02-14
9664,Bryan Spruell,Standard Class,88.776,3,0.2,7.7679,Consumer,West,California,Phones                                            ,Technology,4,2014-04-22,2014-04-26
9665,Adam Hart,Standard Class,73.98,2,0.0,19.9746,Corporate,Central,Michigan,Phones                                            ,Technology,7,2014-12-25,2015-01-01
9666,Neil Knudson,Standard Class,73.98,2,0.0,19.9746,Consumer,East,New Jersey,Phones                                            ,Technology,4,2013-07-02,2013-07-06
9667,Ben Peterman,Standard Class,110.97,5,0.4,-24.0435,Consumer,East,Pennsylvania,Phones                                            ,Technology,4,2014-11-21,2014-11-25
9668,Sandra Flanagan,Standard Class,36.99,1,0.0,9.9873,Corporate,South,Kentucky,Phones                                            ,Technology,5,2013-11-21,2013-11-26
9669,Sandra Flanagan,Standard Class,88.776,3,0.2,7.7679,Consumer,West,Washington,Phones                                            ,Technology,5,2016-06-10,2016-06-15
9670,Michael Granlund,Second Class,29.592,1,0.2,2.5893,Consumer,West,Arizona,Phones                                            ,Technology,3,2016-05-15,2016-05-18
9671,Michael Granlund,Standard Class,88.776,3,0.2,7.7679,Consumer,Central,Texas,Phones                                            ,Technology,5,2013-11-02,2013-11-07
9672,Christina Vanderzanden,Second Class,59.184,2,0.2,5.1786,Corporate,South,Florida,Phones                                            ,Technology,2,2015-01-05,2015-01-07
9673,Christina Vanderzanden,Standard Class,461.97,3,0.0,133.9713,Consumer,Central,Oklahoma,Phones                                            ,Technology,5,2016-07-29,2016-08-03
9674,Gary Zandusky,Second Class,307.98,2,0.0,89.3142,Consumer,East,New York,Phones                                            ,Technology,5,2014-09-28,2014-10-03
9675,Steve Carroll,Second Class,307.98,2,0.0,89.3142,Consumer,East,Delaware,Phones                                            ,Technology,2,2014-11-23,2014-11-25
9676,Steve Carroll,Second Class,246.384,2,0.2,27.7182,Consumer,West,Washington,Phones                                            ,Technology,2,2013-09-21,2013-09-23
9677,Cathy Armstrong,Standard Class,307.98,2,0.0,89.3142,Corporate,East,New York,Phones                                            ,Technology,5,2016-05-19,2016-05-24
9679,Cathy Armstrong,First Class,369.576,3,0.2,41.5773,Corporate,Central,Texas,Phones                                            ,Technology,3,2015-04-29,2015-05-02
